1,64.94,64.9,86.99,74.26,143.71,49.06,69.36
6,248.88,197.21,81.69,322.87,488.8,86.87,410.26
12,266.52,198.7,118.64,289.21,448.6,90.16,790.77
18,231.34,192.39,140.08,295.73,451.22,92.89,850.39
24,232.56,204.5,128.12,289.86,449.86,92.68,853.59
30,118.87,88.0,239.21,97.88,130.58,163.76,1358.49
36,125.53,88.12,239.63,122.28,129.73,197.81,1656.44
42,98.96,88.31,239.73,91.13,129.87,203.87,1685.62
48,84.66,85.02,235.78,92.95,130.15,194.87,1658.51
