1,102.35,102.17,74.65,54.73,135.82,99.13
6,459.33,445.54,267.46,222.12,640.0,546.08
12,790.77,681.82,404.04,392.69,836.97,921.9
18,946.33,952.8,387.2,436.28,837.37,1097.84
24,925.3,1041.21,230.03,466.47,835.02,1176.71
30,350.83,321.16,219.18,256.78,304.71,1823.71
36,315.51,288.63,212.68,284.94,299.66,2097.6
42,232.42,224.2,213.11,275.92,263.41,2210.53
48,216.84,231.24,237.64,238.32,264.89,2249.12
