1,4368.55,2395.68,2022.25,1138.62
6,4937.32,8054.37,6672.89,6818.75
12,5090.55,7395.74,6442.92,13050.39
18,5117.4,7377.98,6204.28,13863.94
24,5042.62,7108.59,6031.45,14026.37
30,9606.24,3350.36,0,21108.42
36,10490.72,3321.75,0,24191.92
42,9447.24,3272.71,0,24477.78
48,9747.96,3241.03,0,24700.26
